"ReportPath","GeneratedAtUtc","MetricsFile","EventCount","UniqueHosts","TotalPorts","PortsPerMinute","AvgPortsPerBatch","BatchIntervalP95","UiCloneP95","StreamDispatchP95","DiffDurationP95"
"C:\Users\Werem\AppData\Local\Temp\3641a6a5-de07-48ad-ba3a-c2eed465c7ba\PortBatchReady-existing.json","12/29/2025 8:58:13 PM","C:\Users\Werem\AppData\Local\Temp\3641a6a5-de07-48ad-ba3a-c2eed465c7ba\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\08658b1c-dcfe-4e23-84fa-6820656c78bc\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-135843.json","12/29/2025 8:58:43 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\08658b1c-dcfe-4e23-84fa-6820656c78bc\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-135843.json","12/29/2025 8:58:43 PM","C:\Users\Werem\AppData\Local\Temp\08658b1c-dcfe-4e23-84fa-6820656c78bc\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\d17d1532-d713-4378-b606-b86098fd38fc\PortBatchReady.json","12/29/2025 9:21:06 PM","C:\Users\Werem\AppData\Local\Temp\d17d1532-d713-4378-b606-b86098fd38fc\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-142107.json","12/29/2025 9:21:07 PM","C:\Users\Werem\AppData\Local\Temp\d17d1532-d713-4378-b606-b86098fd38fc\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\d17d1532-d713-4378-b606-b86098fd38fc\PortBatchReady-existing.json","12/29/2025 9:21:07 PM","C:\Users\Werem\AppData\Local\Temp\d17d1532-d713-4378-b606-b86098fd38fc\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\f803efd7-7637-4218-9e17-bbb5814d6429\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-142139.json","12/29/2025 9:21:39 PM","C:\Users\Werem\AppData\Local\Temp\f803efd7-7637-4218-9e17-bbb5814d6429\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\f803efd7-7637-4218-9e17-bbb5814d6429\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-142140.json","12/29/2025 9:21:40 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\c9f1428c-459f-457c-818f-b494d929fc0f\PortBatchReady.json","12/29/2025 9:23:06 PM","C:\Users\Werem\AppData\Local\Temp\c9f1428c-459f-457c-818f-b494d929fc0f\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\c9f1428c-459f-457c-818f-b494d929fc0f\PortBatchReady-existing.json","12/29/2025 9:23:07 PM","C:\Users\Werem\AppData\Local\Temp\c9f1428c-459f-457c-818f-b494d929fc0f\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-142307.json","12/29/2025 9:23:07 PM","C:\Users\Werem\AppData\Local\Temp\c9f1428c-459f-457c-818f-b494d929fc0f\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\f6d00fd1-237b-403f-94af-1c6411f1f761\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-142341.json","12/29/2025 9:23:41 PM","C:\Users\Werem\AppData\Local\Temp\f6d00fd1-237b-403f-94af-1c6411f1f761\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\f6d00fd1-237b-403f-94af-1c6411f1f761\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-142342.json","12/29/2025 9:23:42 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-144702.json","12/29/2025 9:47:02 PM","C:\Users\Werem\AppData\Local\Temp\b030dc7e-ea45-4124-b09b-90e562c3fae3\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\b030dc7e-ea45-4124-b09b-90e562c3fae3\PortBatchReady.json","12/29/2025 9:47:02 PM","C:\Users\Werem\AppData\Local\Temp\b030dc7e-ea45-4124-b09b-90e562c3fae3\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b030dc7e-ea45-4124-b09b-90e562c3fae3\PortBatchReady-existing.json","12/29/2025 9:47:02 PM","C:\Users\Werem\AppData\Local\Temp\b030dc7e-ea45-4124-b09b-90e562c3fae3\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b1313c6b-158c-4029-bce9-1bfd325f27de\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-144737.json","12/29/2025 9:47:37 PM","C:\Users\Werem\AppData\Local\Temp\b1313c6b-158c-4029-bce9-1bfd325f27de\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b1313c6b-158c-4029-bce9-1bfd325f27de\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-144738.json","12/29/2025 9:47:38 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\565ae0de-be0b-4b06-8229-27242b2c91b9\PortBatchReady.json","12/30/2025 10:33:03 PM","C:\Users\Werem\AppData\Local\Temp\565ae0de-be0b-4b06-8229-27242b2c91b9\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\565ae0de-be0b-4b06-8229-27242b2c91b9\PortBatchReady-existing.json","12/30/2025 10:33:03 PM","C:\Users\Werem\AppData\Local\Temp\565ae0de-be0b-4b06-8229-27242b2c91b9\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251230-153303.json","12/30/2025 10:33:03 PM","C:\Users\Werem\AppData\Local\Temp\565ae0de-be0b-4b06-8229-27242b2c91b9\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\b2aa1cac-0f34-466c-b41f-888dff064a83\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251230-153323.json","12/30/2025 10:33:23 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\b2aa1cac-0f34-466c-b41f-888dff064a83\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251230-153322.json","12/30/2025 10:33:23 PM","C:\Users\Werem\AppData\Local\Temp\b2aa1cac-0f34-466c-b41f-888dff064a83\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\79cb5b3e-11c9-459b-a6ee-6403a7ec8e55\PortBatchReady-existing.json","12/30/2025 11:10:34 PM","C:\Users\Werem\AppData\Local\Temp\79cb5b3e-11c9-459b-a6ee-6403a7ec8e55\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251230-161034.json","12/30/2025 11:10:34 PM","C:\Users\Werem\AppData\Local\Temp\79cb5b3e-11c9-459b-a6ee-6403a7ec8e55\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\79cb5b3e-11c9-459b-a6ee-6403a7ec8e55\PortBatchReady.json","12/30/2025 11:10:34 PM","C:\Users\Werem\AppData\Local\Temp\79cb5b3e-11c9-459b-a6ee-6403a7ec8e55\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\4fe6cf86-7d00-4fd4-9064-1fdd0e9237b2\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251230-161051.json","12/30/2025 11:10:51 PM","C:\Users\Werem\AppData\Local\Temp\4fe6cf86-7d00-4fd4-9064-1fdd0e9237b2\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\4fe6cf86-7d00-4fd4-9064-1fdd0e9237b2\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251230-161052.json","12/30/2025 11:10:52 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e6d4d9a4-ece4-4bc5-9c5f-7a106657cc29\PortBatchReady-existing.json","12/30/2025 11:19:43 PM","C:\Users\Werem\AppData\Local\Temp\e6d4d9a4-ece4-4bc5-9c5f-7a106657cc29\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e6d4d9a4-ece4-4bc5-9c5f-7a106657cc29\PortBatchReady.json","12/30/2025 11:19:43 PM","C:\Users\Werem\AppData\Local\Temp\e6d4d9a4-ece4-4bc5-9c5f-7a106657cc29\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251230-161944.json","12/30/2025 11:19:44 PM","C:\Users\Werem\AppData\Local\Temp\e6d4d9a4-ece4-4bc5-9c5f-7a106657cc29\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\93758915-3708-46f5-b574-8a40936cadcc\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251230-162002.json","12/30/2025 11:20:02 PM","C:\Users\Werem\AppData\Local\Temp\93758915-3708-46f5-b574-8a40936cadcc\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\93758915-3708-46f5-b574-8a40936cadcc\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251230-162003.json","12/30/2025 11:20:03 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\730bfb8b-171b-4690-8e59-6fbacc355604\PortBatchReady.json","12/30/2025 12:06:51 AM","C:\Users\Werem\AppData\Local\Temp\730bfb8b-171b-4690-8e59-6fbacc355604\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-170652.json","12/30/2025 12:06:52 AM","C:\Users\Werem\AppData\Local\Temp\730bfb8b-171b-4690-8e59-6fbacc355604\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\730bfb8b-171b-4690-8e59-6fbacc355604\PortBatchReady-existing.json","12/30/2025 12:06:52 AM","C:\Users\Werem\AppData\Local\Temp\730bfb8b-171b-4690-8e59-6fbacc355604\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\49b672a2-5f5b-4264-8bc4-73ead45c3677\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-170735.json","12/30/2025 12:07:35 AM","C:\Users\Werem\AppData\Local\Temp\49b672a2-5f5b-4264-8bc4-73ead45c3677\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\49b672a2-5f5b-4264-8bc4-73ead45c3677\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-170735.json","12/30/2025 12:07:36 AM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-171034.json","12/30/2025 12:10:34 AM","C:\Users\Werem\AppData\Local\Temp\478707e2-237a-47a9-a775-35e5546ce267\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\478707e2-237a-47a9-a775-35e5546ce267\PortBatchReady.json","12/30/2025 12:10:34 AM","C:\Users\Werem\AppData\Local\Temp\478707e2-237a-47a9-a775-35e5546ce267\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\478707e2-237a-47a9-a775-35e5546ce267\PortBatchReady-existing.json","12/30/2025 12:10:34 AM","C:\Users\Werem\AppData\Local\Temp\478707e2-237a-47a9-a775-35e5546ce267\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\145527b2-4a5e-401d-b6d9-ac37f68b1e5b\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-171124.json","12/30/2025 12:11:24 AM","C:\Users\Werem\AppData\Local\Temp\145527b2-4a5e-401d-b6d9-ac37f68b1e5b\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\145527b2-4a5e-401d-b6d9-ac37f68b1e5b\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-171125.json","12/30/2025 12:11:25 AM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\3f103bdf-ef66-4058-8024-c83117979c47\PortBatchReady.json","12/30/2025 12:46:03 AM","C:\Users\Werem\AppData\Local\Temp\3f103bdf-ef66-4058-8024-c83117979c47\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-174604.json","12/30/2025 12:46:04 AM","C:\Users\Werem\AppData\Local\Temp\3f103bdf-ef66-4058-8024-c83117979c47\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\3f103bdf-ef66-4058-8024-c83117979c47\PortBatchReady-existing.json","12/30/2025 12:46:04 AM","C:\Users\Werem\AppData\Local\Temp\3f103bdf-ef66-4058-8024-c83117979c47\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\9478cb78-d008-4a14-9b11-7934d9addf44\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-174702.json","12/30/2025 12:47:02 AM","C:\Users\Werem\AppData\Local\Temp\9478cb78-d008-4a14-9b11-7934d9addf44\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\9478cb78-d008-4a14-9b11-7934d9addf44\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-174703.json","12/30/2025 12:47:03 AM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\2d94c2b1-f558-431a-aac8-3b7416367340\PortBatchReady.json","12/30/2025 12:49:27 AM","C:\Users\Werem\AppData\Local\Temp\2d94c2b1-f558-431a-aac8-3b7416367340\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-174927.json","12/30/2025 12:49:27 AM","C:\Users\Werem\AppData\Local\Temp\2d94c2b1-f558-431a-aac8-3b7416367340\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\2d94c2b1-f558-431a-aac8-3b7416367340\PortBatchReady-existing.json","12/30/2025 12:49:27 AM","C:\Users\Werem\AppData\Local\Temp\2d94c2b1-f558-431a-aac8-3b7416367340\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\4fb9e113-6ed0-412c-9232-a8b9b5548acf\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-175020.json","12/30/2025 12:50:20 AM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\4fb9e113-6ed0-412c-9232-a8b9b5548acf\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-175020.json","12/30/2025 12:50:20 AM","C:\Users\Werem\AppData\Local\Temp\4fb9e113-6ed0-412c-9232-a8b9b5548acf\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\1b0cea74-523b-4a9f-b9c8-a34eab53f782\PortBatchReady.json","12/30/2025 12:54:02 AM","C:\Users\Werem\AppData\Local\Temp\1b0cea74-523b-4a9f-b9c8-a34eab53f782\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\1b0cea74-523b-4a9f-b9c8-a34eab53f782\PortBatchReady-existing.json","12/30/2025 12:54:02 AM","C:\Users\Werem\AppData\Local\Temp\1b0cea74-523b-4a9f-b9c8-a34eab53f782\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251229-175403.json","12/30/2025 12:54:03 AM","C:\Users\Werem\AppData\Local\Temp\1b0cea74-523b-4a9f-b9c8-a34eab53f782\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\e102fc21-9b27-4227-b440-2fb23ab24f7b\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251229-175501.json","12/30/2025 12:55:01 AM","C:\Users\Werem\AppData\Local\Temp\e102fc21-9b27-4227-b440-2fb23ab24f7b\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e102fc21-9b27-4227-b440-2fb23ab24f7b\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251229-175502.json","12/30/2025 12:55:02 AM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e4656b3b-a073-4411-ad6e-e5f7f61f6968\PortBatchReady.json","12/31/2025 1:56:15 AM","C:\Users\Werem\AppData\Local\Temp\e4656b3b-a073-4411-ad6e-e5f7f61f6968\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251230-185616.json","12/31/2025 1:56:16 AM","C:\Users\Werem\AppData\Local\Temp\e4656b3b-a073-4411-ad6e-e5f7f61f6968\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\e4656b3b-a073-4411-ad6e-e5f7f61f6968\PortBatchReady-existing.json","12/31/2025 1:56:16 AM","C:\Users\Werem\AppData\Local\Temp\e4656b3b-a073-4411-ad6e-e5f7f61f6968\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\fc67e77d-146e-4f5d-afe7-7612d39eef37\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251230-185641.json","12/31/2025 1:56:41 AM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\fc67e77d-146e-4f5d-afe7-7612d39eef37\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251230-185641.json","12/31/2025 1:56:41 AM","C:\Users\Werem\AppData\Local\Temp\fc67e77d-146e-4f5d-afe7-7612d39eef37\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\4b5b356e-fa44-4b72-b882-764d331023aa\PortBatchReady.json","12/31/2025 1:59:29 AM","C:\Users\Werem\AppData\Local\Temp\4b5b356e-fa44-4b72-b882-764d331023aa\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251230-185930.json","12/31/2025 1:59:30 AM","C:\Users\Werem\AppData\Local\Temp\4b5b356e-fa44-4b72-b882-764d331023aa\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\4b5b356e-fa44-4b72-b882-764d331023aa\PortBatchReady-existing.json","12/31/2025 1:59:30 AM","C:\Users\Werem\AppData\Local\Temp\4b5b356e-fa44-4b72-b882-764d331023aa\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\a9948b58-b402-473c-a2b6-8beabd20e516\PortBatchReady.json","12/31/2025 10:08:27 PM","C:\Users\Werem\AppData\Local\Temp\a9948b58-b402-473c-a2b6-8beabd20e516\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\a9948b58-b402-473c-a2b6-8beabd20e516\PortBatchReady-existing.json","12/31/2025 10:08:27 PM","C:\Users\Werem\AppData\Local\Temp\a9948b58-b402-473c-a2b6-8beabd20e516\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-150828.json","12/31/2025 10:08:28 PM","C:\Users\Werem\AppData\Local\Temp\a9948b58-b402-473c-a2b6-8beabd20e516\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\14a5587d-c1e6-4d35-a77c-9eaeead01003\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-150905.json","12/31/2025 10:09:05 PM","C:\Users\Werem\AppData\Local\Temp\14a5587d-c1e6-4d35-a77c-9eaeead01003\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\14a5587d-c1e6-4d35-a77c-9eaeead01003\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-150905.json","12/31/2025 10:09:05 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\4ca8a32e-d9c0-4ff7-93ca-6b5cad86d18c\PortBatchReady.json","12/31/2025 11:06:54 PM","C:\Users\Werem\AppData\Local\Temp\4ca8a32e-d9c0-4ff7-93ca-6b5cad86d18c\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-160655.json","12/31/2025 11:06:55 PM","C:\Users\Werem\AppData\Local\Temp\4ca8a32e-d9c0-4ff7-93ca-6b5cad86d18c\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\4ca8a32e-d9c0-4ff7-93ca-6b5cad86d18c\PortBatchReady-existing.json","12/31/2025 11:06:55 PM","C:\Users\Werem\AppData\Local\Temp\4ca8a32e-d9c0-4ff7-93ca-6b5cad86d18c\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\085de6a2-f9ed-4228-b4d0-1bee3a30592e\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-160822.json","12/31/2025 11:08:22 PM","C:\Users\Werem\AppData\Local\Temp\085de6a2-f9ed-4228-b4d0-1bee3a30592e\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\085de6a2-f9ed-4228-b4d0-1bee3a30592e\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-160822.json","12/31/2025 11:08:22 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\ca6b0fb3-ddc7-4fa9-bcd1-2bea862e107e\PortBatchReady.json","12/31/2025 11:34:51 PM","C:\Users\Werem\AppData\Local\Temp\ca6b0fb3-ddc7-4fa9-bcd1-2bea862e107e\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-163452.json","12/31/2025 11:34:52 PM","C:\Users\Werem\AppData\Local\Temp\ca6b0fb3-ddc7-4fa9-bcd1-2bea862e107e\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\ca6b0fb3-ddc7-4fa9-bcd1-2bea862e107e\PortBatchReady-existing.json","12/31/2025 11:34:52 PM","C:\Users\Werem\AppData\Local\Temp\ca6b0fb3-ddc7-4fa9-bcd1-2bea862e107e\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\94771dbd-bf00-4640-94b3-673f4a4e4a9a\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-163534.json","12/31/2025 11:35:34 PM","C:\Users\Werem\AppData\Local\Temp\94771dbd-bf00-4640-94b3-673f4a4e4a9a\metrics.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\94771dbd-bf00-4640-94b3-673f4a4e4a9a\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-163534.json","12/31/2025 11:35:35 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\de73faee-7a3b-4d16-8dd1-6c7601d8d5ff\PortBatchReady.json","12/31/2025 11:39:14 PM","C:\Users\Werem\AppData\Local\Temp\de73faee-7a3b-4d16-8dd1-6c7601d8d5ff\metrics.json","2","2","10","60","5","10000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\de73faee-7a3b-4d16-8dd1-6c7601d8d5ff\PortBatchReady-existing.json","12/31/2025 11:39:17 PM","C:\Users\Werem\AppData\Local\Temp\de73faee-7a3b-4d16-8dd1-6c7601d8d5ff\metrics-existing.json","1","1","5","","5","","1","1","1"
"C:\Users\Werem\Projects\StateTrace\Logs\Reports\PortBatchReady-smoke-20251231-163919.json","12/31/2025 11:39:20 PM","C:\Users\Werem\AppData\Local\Temp\de73faee-7a3b-4d16-8dd1-6c7601d8d5ff\metrics-missing-report.json","1","1","5","","5","","","",""
"C:\Users\Werem\AppData\Local\Temp\e1b7d23b-fd69-4922-8b9c-2a7cde939c76\SyntheticOutput\Logs\Reports\SyntheticSmoke\Synthetic-5.1\PortBatchReady-smoke-20251231-164011.json","12/31/2025 11:40:11 PM","C:\Users\Werem\Projects\StateTrace\Tests\Fixtures\Synthetic\5.1\IngestionMetrics.json","4","4","20","400","5","1000","1","1","1"
"C:\Users\Werem\AppData\Local\Temp\e1b7d23b-fd69-4922-8b9c-2a7cde939c76\OutputRoot\Logs\Reports\PortBatchReady-smoke-20251231-164011.json","12/31/2025 11:40:11 PM","C:\Users\Werem\AppData\Local\Temp\e1b7d23b-fd69-4922-8b9c-2a7cde939c76\metrics.json","1","1","5","","5","","1","1","1"
